property_name,square_feet,transaction,status,furnishing,facing,description,price_per_sqft,price_lakhs,floor_number,total_floors,area_name,property_type
"2 BHK Apartment for Sale in Santvan Newon, Palanpur Surat",1251.0,New Property,Ready to Move,Unfurnished,East,"This newly constructed 2 BHK flat features modern upgrades, including wood tiles and a POP ceiling, adding to its contemporary charm. The building is renowned for its quality workmanship, ensuring durability and reliability. Additionally, it offers advanced security features such as digital fingerprint locks and video doorbells, providing residents with peace of mind. Enjoy the comfort and convenience of this wellappointed residence in a meticulously crafted building.Read more",4556.0,57.0,7.0,14.0,Super,Area
2 BHK Apartment for Sale in Adajan Surat,740.0,Unfurnished,Ready to Move,East,Unknown,2 BHK LUXURIOUS LIVING.PROJECT promises to fulfill the dreams of nuclear families. Rich in amenities.Read more,5454.0,73.4,,,Carpet,Area
"3 BHK Apartment for Sale in Sumerru Sky Leaf, Palanpur Surat",1757.0,New Property,Poss. by Aug '24,Unfurnished,Unknown,Sunshine your dream2 bhk  3 bhk project2 bhk1204 sq ft1335 sq ft3 bhk1757 sq ft1864 sq ft1986 sq ftInterest paid by builder till possession.Only pay 20 payment.80 loan. Interest paid by builder till possession. No emi till possession....Read more,3650.0,64.1,7.0,14.0,Super,Area
3 BHK Apartment for Sale in Palanpur Surat,1008.0,Resale,Ready to Move,Unfurnished,East,,3625.0,63.0,11.0,13.0,Carpet,Area
"2 BHK Apartment for Sale in Avadh Onica, Dumas Road Surat",770.0,New Property,Ready to Move,Unfurnished,Unknown,Altra Luxurious 2 Bhk Flat For Sell In Dumas with All Modern AmenitiesRead more,4500.0,63.0,6.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Veer Swastik Hills, Pal Surat",1003.0,New Property,Poss. by Aug '25,Unfurnished,East,,4493.0,82.0,6.0,14.0,Carpet,Area
2 BHK Apartment for Sale in Magdalla Surat,636.0,Unfurnished,Ready to Move,East,Unknown,It is a good place to own your residential place. 2 BHK Affordable Flat project.Book your FLAT now.Loan available. relaxed payment scheme. 100 payment by cheque.No GST No Meter ChargesNo Gas Connection ChargesRead more,4369.0,50.5,,,Carpet,Area
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",1311.0,New Property,Poss. by Apr '25,Unfurnished,Unknown,"A symbol of grandness and luxury, PROJECT offers 2  3 BHK exquisite homes with a bundle of amenities and facilities. Envelop yourself in a unique living experience that satisfies your desires and offers you the best of all. Thoughtfully designed to meet the needs of every family member, Vedanta protects the laughter of your family members by providing holistic living. The open spaces, greenery, and lovely sitouts will mesmerize you and give you a feeling of paradise set amid the chaos of city life.Read more",4249.0,55.7,5.0,14.0,Super,Area
3 BHK Apartment for Sale in Adajan Surat,1825.0,New Property,Ready to Move,Unfurnished,East,3 BHK New flat For Sell In Adajan Prime Area,4110.0,75.0,8.0,15.0,Super,Area
"2 BHK Apartment for Sale in Milestone Sumeru Residency, Vesu Surat",722.0,Resale,Ready to Move,Unfurnished,Unknown,Altra Luxurious 2 Bhk Flat For Sell In Vesu with All Modern AmenitiesRead more,5133.0,63.9,11.0,12.0,Carpet,Area
"3 BHK Apartment for Sale in Veer Swastik Heights, Pal Surat",933.0,New Property,Ready to Move,Unfurnished,East,,4337.0,73.5,11.0,14.0,Carpet,Area
2 BHK Apartment for Sale in Palanpur Surat,800.0,Unfurnished,Poss. by Apr '25,East,Unknown,"Multistorey apartment is available for sale. It covered area of 1339 sq-ft, it is a good location property. Please contact for more details.Read more",4211.0,56.4,,,Carpet,Area
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",1811.0,New Property,Poss. by Apr '25,Unfurnished,Unknown,"The very example of opulence, Project are magnificent homes that truly define unspoken luxury. Aristo is designed for those who see their dreams with open eyes and have a desire for lavishness in their hearts. This home in Chala is surrounded by tranquillity and provides an experience of nothing less than heaven. From grandiose amenities to attention to detail, we have aimed to provide the residents with a home that reflects their persona.2 Bhk 1311 Sq Ft.3 Bhk 1811 Sq Ft.3 BHK 2111 Sq Ft.Read more",4250.0,77.0,5.0,14.0,Super,Area
3 BHK Apartment for Sale in Adajan Surat,1000.0,Resale,Ready to Move,Semi-Furnished,East,,3815.0,62.0,6.0,12.0,Carpet,Area
"2 BHK Apartment for Sale in Sun Sarvam, Vesu Surat",751.0,Resale,Poss. by Feb '25,Unfurnished,Unknown,Altra Luxurious 2 Bhk Flat For Sell In Vesu with All Modern AmenitiesRead more,4730.0,65.3,5.0,8.0,Carpet,Area
"3 BHK Apartment for Sale in Madhav Opulence, Pal Surat",1040.0,New Property,Ready to Move,Unfurnished,East,,4681.0,88.5,5.0,12.0,Carpet,Area
3 BHK Apartment for Sale in Palanpur Surat,1070.0,Unfurnished,Poss. by Apr '25,East,Unknown,3 BHK Flat Adajan Gauravpath Fire Station. Please contact for more details.Read more,4211.0,75.3,,,Carpet,Area
"2 BHK Apartment for Sale in Avadh Onica, Dumas Road Surat",1400.0,New Property,Poss. by Apr '25,Unfurnished,Unknown,"2 BHK Project Near Surat Airport.1400 sq ft ,2 Flats on the Floor,All Luxurious Amenities Like in Club,Swimming Pool, Gazebo,Terrace Garden,Party Zone,Luxurious Amenities For Luxurious Lifestyle.Read more",4500.0,63.0,7.0,14.0,Super,Area
3 BHK Apartment for Sale in Adajan Surat,1726.0,New Property,Ready to Move,Unfurnished,East,,3853.0,66.5,10.0,15.0,Super,Area
"3 BHK Apartment for Sale in Raghuvir Spectrum, Vesu Surat",977.0,New Property,Ready to Move,Unfurnished,Unknown,Altra Luxurious 3 Bhk Flat For Sell In Vesu with All Modern AmenitiesRead more,4930.0,87.5,9.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Shubham Pearl, Palanpur Surat",1775.0,Resale,Poss. by Oct '24,Unfurnished,East,,3851.0,68.4,8.0,14.0,Super,Area
3 BHK Apartment for Sale in Pal Surat,1045.0,Unfurnished,Ready to Move,East,Unknown,Its Home that let you Enjoy the spaciousness of a Bungalow and gorgeous Skyline Views of a highrise Development.Read more,4650.0,80.8,,,Carpet,Area
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",2111.0,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Flat For Sell In Surat City Prime Area With All Luxurious Aminities.Read more,4251.0,89.7,6.0,13.0,Super,Area
3 BHK Apartment for Sale in Palanpur Surat,1660.0,New Property,Ready to Move,Unfurnished,North,3 BHK Luxurious Flat For Sale In Palanpur Area With All AMinities .Read more,3795.0,63.0,8.0,14.0,Super,Area
"2 BHK Apartment for Sale in Meera Height, Bhimrad Surat",765.0,Resale,Ready to Move,Unfurnished,Unknown,Specious 2 Bhk Flat For Sell In Althan,4529.0,63.0,12.0,14.0,Carpet,Area
"3 BHK Apartment for Sale in Laxmipati Euphoria, Palanpur Surat",1024.0,Resale,Poss. by Oct '25,Unfurnished,East,,4251.0,79.2,8.0,14.0,Carpet,Area
3 BHK Apartment for Sale in Palanpur Gam Surat,761.0,Unfurnished,Ready to Move,East,Unknown,""" Not Only a Home, It's a Universe of your Own.  ""::::While the Rest talk of a Good Lifestyle, we Offer a Experience that's Totally Different & much more than usual we work on Three Pillars of Affordable, Durable & Luxurious.::::* Water Body::::* Home Theater::::* Game Zone & etc...Read more",3829.0,53.0,,,Carpet,Area
"3 BHK Apartment for Sale in The Iconic, Pal Surat",2199.0,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Flat For Sell In Surat City Prime Area With All Luxurious Aminities.Read more,4484.0,98.6,6.0,13.0,Super,Area
3 BHK Apartment for Sale in Palanpur Surat,1726.0,New Property,Ready to Move,Unfurnished,East,,3940.0,68.0,8.0,15.0,Super,Area
"2 BHK Apartment for Sale in Shikhar Heights, Althan Surat",750.0,Resale,Ready to Move,Unfurnished,Unknown,Altra Luxurious 2 Bhk Flat For Sell In Althan,4480.0,56.0,11.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Santvan Seron, Palanpur Surat",1024.0,Resale,Ready to Move,Unfurnished,East,,4200.0,78.2,8.0,14.0,Carpet,Area
3 BHK Apartment for Sale in Palanpur Gam Surat,1130.0,Unfurnished,Ready to Move,East,Unknown,"Welcome to a home that offers comfort, convenience,and a modern life style. 2 ac per flat gas geyser,6500 sqft garden,90 ft distance between two buildings all the entrance and exits in east west direction,allotted 2 car park and  2 motor bike park per flat.Read more",4100.0,80.2,,,Carpet,Area
"3 BHK Apartment for Sale in Raghuvir Spectrum, Vesu Surat",1775.0,New Property,Ready to Move,Unfurnished,Unknown,Vesu Main Road Under Development 3BHK  Project near Surat Diamond Bourse 2 Km And  Surat Airport Distance 4km Far.3 bhk Two Size Variant 1962 Sq Ft And 2152 Sq Ft .3 BHK Campus.All Luxrious Amenities with Swimming Pool.Read more,5070.0,90.0,7.0,13.0,Super,Area
3 BHK Apartment for Sale in Palanpur Surat,1620.0,New Property,Ready to Move,Unfurnished,East,,3889.0,63.0,12.0,14.0,Super,Area
"2 BHK Apartment for Sale in Rudra Enclave, Althan Surat",804.0,Resale,Ready to Move,Unfurnished,Unknown,Altra Luxurious 2 Bhk Flat For Sell In Vesu,4179.0,56.0,11.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",1811.0,Resale,Poss. by Jan '26,Unfurnished,East,,4251.0,77.0,8.0,13.0,Super,Area
2 BHK Apartment for Sale in Althan Surat,765.0,Unfurnished,Poss. by Nov '25,East,Unknown,"3 towers, good size for 2 bhk flat.",4051.0,51.7,,,Carpet,Area
"2 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",1315.0,New Property,Poss. by Aug '24,Unfurnished,Unknown,2 bhk 1315 sqft 48lacs3bhk 1825 sqft 66.60lacs,3878.0,51.0,7.0,14.0,Super,Area
3 BHK Apartment for Sale in Adajan Surat,1726.0,New Property,Ready to Move,Unfurnished,East,,3766.0,65.0,9.0,15.0,Super,Area
"3 BHK Apartment for Sale in Eco Parkside, Bhimrad Surat",944.0,New Property,Ready to Move,Unfurnished,Unknown,Luxurious 3 bhk Flat For Sell In Althan With All Modern AmenitiesRead more,4898.0,84.0,8.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",1586.0,Resale,Ready to Move,Unfurnished,East,,3700.0,58.7,9.0,13.0,Super,Area
3 BHK Apartment for Sale in Adajan Surat,1120.0,Unfurnished,Poss. by Jan '25,East,Unknown,Upcoming project of Gaurav path road Adajan 3 BHK. It is a good location property. Please contact for more details.Read more,4150.0,77.3,,,Carpet,Area
"2 BHK Apartment for Sale in The Address, Vesu Surat",1321.0,New Property,Poss. by Aug '25,Unfurnished,Unknown,The project is built by Vacanza Developers. They provide 2BHK and 3BHK Apartments with all necessities.Some additional features areEntrance GateSecurity CabinPick Up and Drop Off ZoneWater BodyReception AreaLibraryCard and Chess RoomSpace For Health ClubSauna Bath AreaSteam Bath Area8 ft Wide Jogging TrackMultipurpose CourtBaby PoolSwimming PoolAccutherapy WalkwayOpen TheatreGardenBanquet HallChildren Play AreaSenior Citizen SittingWomen Sitting GazeboYoga SpaceZumba and Aerobic RoomReception AreaSeating AreaNet  Box CricketIndoor GamesSpace For Skating RinkRead more,5000.0,66.1,8.0,13.0,Super,Area
3 BHK Apartment for Sale in Jahangirabad Surat,1738.0,Resale,Ready to Move,Unfurnished,East,Nakshatra nebula 3bhk flat sale sf 1738 All facilities available in project entrance security gate cabin drop-of  zone water body tree house  garden  gazebo  jogging track  bicycle track Stennis court  volleyball court Cafeterias  terrace seating  Childrens garden swimming pool bedminton court  cricket pitch senior Citizens seating Areas rain dance Areas skating Rink womens  seating Areas  Childrens play Areas  Meditation Pyramid  roas garden  car Washing Areas  Parking alloted Near by hospital school auto stand shopping mall new D mart Botnical Garden Canal road Palanpur AdajanRead more,3596.0,62.5,10.0,14.0,Super,Area
"3 BHK Apartment for Sale in Peak Living, Bhimrad Surat",1023.0,New Property,Ready to Move,Unfurnished,Unknown,Luxurious 3 bhk Flat For Sell In Althan With All Modern AmenitiesRead more,4595.0,85.5,9.0,14.0,Carpet,Area
"3 BHK Apartment for Sale in Samarth Srushti, Pal Surat",949.0,New Property,Poss. by Nov '24,Unfurnished,East,,4070.0,70.2,6.0,14.0,Carpet,Area
3 BHK Apartment for Sale in Althan Surat,1000.0,Unfurnished,Poss. by Dec '25,East,Unknown,Multistorey apartment is available for sale. Best 3 BHK Flat in the most upcoming location of New Althan.Read more,3851.0,69.7,,,Carpet,Area
"3 BHK Apartment for Sale in The Majestic, Althan Surat",1806.0,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Flat For Sell With All Aminities And Prime Location .,4800.0,86.7,7.0,13.0,Super,Area
3 BHK Apartment for Sale in Jahangirabad Surat,1609.0,Resale,Ready to Move,Furnished,East,3 BHK Flat For Sale With Attravctive Price In Jahangirabad Area Like New Construction .Read more,4102.0,66.0,9.0,13.0,Super,Area
"3 BHK Apartment for Sale in Nandanvan Apartment, Vesu Surat",1290.0,Resale,Ready to Move,Unfurnished,Unknown,Specious 3 Bhk Flat For Sell In Vesu,3953.0,85.0,8.0,12.0,Carpet,Area
"3 BHK Apartment for Sale in Prestige Morar, Pal Surat",1050.0,New Property,Poss. by Jun '25,Unfurnished,East,,4582.0,87.5,9.0,14.0,Carpet,Area
3 BHK Apartment for Sale in Bhimrad Surat,935.0,Unfurnished,Poss. by Oct '24,East,Unknown,3 BHK Luxurious apartments. Enjoy the togetherness in a Natural Environment made just for you.Read more,4941.0,84.0,,,Carpet,Area
"3 BHK Apartment for Sale in Peak Living, Bhimrad Surat",1994.0,New Property,Ready to Move,Unfurnished,Unknown,3 bhk flat for sale in Bhimrad.Surat Diamond Bourse - 2 kmSurat Airport - 5 kmmarket near project.Read more,,,7.0,13.0,Super,Area
3 BHK Apartment for Sale in Palanpur Surat,1845.0,New Property,Ready to Move,Semi-Furnished,East,,4661.0,86.0,11.0,14.0,Super,Area
"3 BHK Apartment for Sale in Aagam Heights, Althan Surat",1045.0,New Property,Poss. by Feb '25,Unfurnished,Unknown,100 percent Wight Payment Acceptable,4500.0,85.5,7.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Shiv Samarth II, Pal Surat",991.0,New Property,Poss. by Nov '24,Unfurnished,East,,3718.0,67.0,6.0,14.0,Carpet,Area
2 BHK Apartment for Sale in Bhimrad Surat,645.0,Unfurnished,Ready to Move,East,Unknown,"The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living.:::::::: Sample Ready:::: Badminton Court:::: Vertical Floor Fountain:::: Library:::: Foyer:::: Steam, Spa, Sauna, Massage & Jacuzzi:::: Open Court:::: Baby Pool:::: Hobby Center:::: Skating Rink & etc...Read more",5091.0,59.7,,,Carpet,Area
3 BHK Apartment for Sale in Pal Surat,1350.0,Resale,Ready to Move,Unfurnished,East,,4333.0,91.0,5.0,12.0,Carpet,Area
"3 BHK Apartment for Sale in Flamingo, Althan Surat",1050.0,Resale,Ready to Move,Unfurnished,Unknown,Altra Luxurious 3 Bhk Flat For Sell In Althan at Premium locationRead more,4909.0,94.0,8.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Piramyd Serenity, Palanpur Surat",1320.0,Resale,Poss. by Oct '24,Unfurnished,East,,4100.0,98.4,8.0,14.0,Carpet,Area
3 BHK Apartment for Sale in Pal Surat,948.0,Unfurnished,Poss. by Jan '25,East,Unknown,Pal T.P 10 3 BHK Flat Peaceful Living,4300.0,74.2,,,Carpet,Area
3 BHK Apartment for Sale in Palanpur Surat,1550.0,New Property,Ready to Move,Unfurnished,East,,4194.0,65.0,7.0,14.0,Super,Area
"3 BHK Apartment for Sale in Nandini 1, Vesu Surat",1062.0,Resale,Ready to Move,Unfurnished,Unknown,Specious 3 Bhk Flat For Sell In Vesu,5082.0,90.0,7.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Veer Swastik Sky, Pal Surat",1035.0,New Property,Poss. by Jun '25,Unfurnished,East,,4466.0,84.0,9.0,20.0,Carpet,Area
3 BHK Apartment for Sale in Pal Surat,1040.0,Unfurnished,Poss. by Dec '26,East,Unknown,"Multistorey apartment is available for sale. It covered area of 1891 sq-ft, it is a good location property. Please contact for more details.Read more",4700.0,88.9,,,Carpet,Area
2 BHK Apartment for Sale in Adajan Surat,1225.0,New Property,Ready to Move,Unfurnished,East,,4374.0,53.6,8.0,14.0,Super,Area
"2 BHK Apartment for Sale in Shiv Residency, Vesu Canal Road Surat",943.0,Resale,Ready to Move,Unfurnished,Unknown,Luxurious 2 Bhk Flat For Sell In Vesu,4110.0,59.6,2.0,12.0,Carpet,Area
"3 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",1825.0,Resale,Poss. by Apr '25,Unfurnished,East,,3945.0,72.0,8.0,13.0,Super,Area
3 BHK Apartment for Sale in Palanpur Surat,1000.0,Unfurnished,Poss. by Mar '25,East,Unknown,It Is A 3 Bhk Lifestyle. 2 Flats Per Floor.,4100.0,67.7,,,Carpet,Area
3 BHK Apartment for Sale in Adajan Surat,1550.0,New Property,Ready to Move,Unfurnished,East,,4201.0,65.1,6.0,13.0,Super,Area
"2 BHK Apartment for Sale in Phoenix Towers, Vesu Surat",855.0,Resale,Ready to Move,Unfurnished,Unknown,Altra Luxurious 2 Bhk Flat For Sell In Vesu with All Modern AmenitiesRead more,4182.0,59.6,2.0,10.0,Carpet,Area
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",1726.0,Resale,Ready to Move,Unfurnished,East,,3700.0,63.9,8.0,15.0,Super,Area
3 BHK Apartment for Sale in Palanpur Surat,1220.0,Unfurnished,Ready to Move,East,Unknown,3 BHK The Ultimate Life.::::::::Welcome to a LIFESTYLE that is us Luxurious as it is Inviting.Read more,3991.0,81.4,,,Carpet,Area
2 BHK Apartment for Sale in Adajan Surat,1328.0,New Property,Ready to Move,Unfurnished,East,,4163.0,55.3,6.0,15.0,Super,Area
"2 BHK Apartment for Sale in Green Leaf, Vesu Surat",721.0,Resale,Ready to Move,Unfurnished,Unknown,Altra Luxurious 2 Bhk Flat For Sell In Vesu with All Modern AmenitiesRead more,5038.0,66.0,7.0,14.0,Carpet,Area
"3 BHK Apartment for Sale in Pratishtha Heights, Palanpur Surat",1918.0,Resale,Poss. by Dec '25,Unfurnished,East,,3851.0,73.9,7.0,14.0,Super,Area
2 BHK Apartment for Sale in Vesu Surat,720.0,New Property,Ready to Move,Unfurnished,East,Enjoy the togetherness in a Natural Environment made just for you.Read more,4851.0,63.0,3.0,13.0,Carpet,Area
3 BHK Apartment for Sale in Palanpur Surat,1861.0,New Property,Ready to Move,Unfurnished,East,,4200.0,78.2,10.0,14.0,Super,Area
"3 BHK Apartment for Sale in Martand Hills, Althan Surat",1091.0,New Property,Ready to Move,Unfurnished,Unknown,Luxurious 3 Bhk Flat For Sell In Althan,4768.0,89.7,8.0,14.0,Carpet,Area
"3 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",893.0,Resale,Poss. by Jan '26,Unfurnished,East,,3490.0,56.7,9.0,14.0,Carpet,Area
Plot/Land for Sale in Palanpur Surat,792.0,New Property,39.6 X 20,2,Unknown,Open Plots. Well Developed Area in SMC.Banquet HallChildren Play areaOpen TheatreSolar powered CampusGymJogging TrackRead more,7556.0,59.8,,,Plot,Area
3 BHK Apartment for Sale in Pal Surat,2061.0,New Property,Poss. by Jul '25,Unfurnished,East,New 3bhk flat garden facing road facing and wind direction flat available Two car parking alloted Two flats above all floors 22 month total peyment conditions LP sawani Road pal adajanRead more,4728.0,97.5,5.0,12.0,Super,Area
"2 BHK Apartment for Sale in Mahaveer Heights, Vesu Surat",688.0,New Property,Ready to Move,Unfurnished,Unknown,Altra Luxurious 2 Bhk Flat For Sell In Vesu with All Modern AmenitiesRead more,4848.0,60.6,7.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Sangath Homes, Palanpur Surat",1122.0,Resale,Poss. by Oct '24,Unfurnished,East,,4100.0,83.7,6.0,14.0,Carpet,Area
3 BHK Apartment for Sale in Jahangirabad Surat,1000.0,Unfurnished,Poss. by Apr '25,East,Unknown,3 BHK Flat with Subvention Scheme Pre Booking,3391.0,55.1,,,Carpet,Area
2 BHK Apartment for Sale in Adajan Surat,1345.0,New Property,Ready to Move,Unfurnished,East,,4089.0,55.0,7.0,14.0,Super,Area
"3 BHK Apartment for Sale in Samarth Enclave, Vesu Surat",1110.0,Resale,Ready to Move,Unfurnished,Unknown,Luxurious 3 Bhk Flat For Sell In Vesu,4892.0,90.5,2.0,10.0,Carpet,Area
"3 BHK Apartment for Sale in Marvella Palladium Sky, Adajan Surat",1100.0,New Property,Ready to Move,Unfurnished,East,"Presenting Palladium Sky  3 BHK extravagant address by Marvella Group at one of the most desired location of Surat. What sets Palladium Sky apart from other projects in the vicinity is its unique preposition in everything. From the location with the ease of connectivity to premium amenitites, the scheme simply creates an exceptional imagery. Built on the inherent founding values of quality, perfection and safety. Palladium Sky is your address of prominence that you would be proud ofFeel Free. Feel Joyous. Feel Real. Let the life flow at its own harmonious pace.Read more",4750.0,95.0,6.0,13.0,Carpet,Area
Plot/Land for Sale in Palanpur Surat,765.0,Resale,120 X 60,3,Unknown,Residential Open Plot for Sell In Palanpur Location .,9020.0,69.0,,,Plot,Area
"2 BHK Apartment for Sale in Samarth Enclave, Vesu Surat",810.0,Resale,Ready to Move,Unfurnished,Unknown,Luxurious 2 Bhk Flat For Sell In Vesu,4482.0,60.5,2.0,10.0,Carpet,Area
"3 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",1550.0,Resale,Ready to Move,Unfurnished,East,,4140.0,64.2,8.0,14.0,Super,Area
Plot/Land for Sale in Palanpur Surat,900.0,Resale,138 X 63,3,Unknown,residential Open Plot For Sale In Palanpur Prime Area .,8889.0,80.0,,,Plot,Area
"3 BHK Apartment for Sale in Pioneer Belina, Bhimrad Surat",902.0,Resale,Ready to Move,Unfurnished,Unknown,Luxurious 3 Bhk Flat For Sell with Modern Amenities.,4512.0,74.0,8.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Sai Parisar, Palanpur Surat",1725.0,Resale,Poss. by Aug '24,Unfurnished,East,,4165.0,71.8,8.0,13.0,Super,Area
Plot/Land for Sale in Palanpur Surat,837.0,Resale,120 X 63,2,Unknown,Residential Open Plot For Sell In Palanpur Prime Location .,9000.0,75.3,,,Plot,Area
"2 BHK Apartment for Sale in Keshav Height, Althan Surat",666.0,Resale,Ready to Move,Unfurnished,Unknown,Luxurious 2 Bhk Flat For Sell with Modern Amenities,4628.0,56.0,7.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Sumerru Sky Leaf, Palanpur Surat",966.0,Resale,Poss. by Nov '24,Unfurnished,East,,3736.0,65.7,7.0,13.0,Carpet,Area
Plot/Land for Sale in Palanpur Surat,909.0,Resale,126 X 66,3,Unknown,"Open Plot For Sale In Near new DMart , Jahangirabad Gaurav Path Road.Read more",8667.0,78.8,,,Plot,Area
"3 BHK Apartment for Sale in Avadh Carolina, Dumas Road Surat",1068.0,Resale,Ready to Move,Unfurnished,Unknown,Luxurious 3 Bhk Flat For Sell In Dumas,4516.0,83.1,7.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Bilvam Rengency, Palanpur Gam Surat",1955.0,Resale,Ready to Move,Unfurnished,East,,3939.0,77.0,6.0,14.0,Super,Area
"3 BHK Apartment for Sale in Aakash Earrth, Bhimrad Surat",1044.0,Resale,Ready to Move,Furnished,Unknown,Specious 3 Bhk Flat For Sell In Althan,4483.0,78.0,10.0,11.0,Carpet,Area
"3 BHK Apartment for Sale in Samarth Sapphire, Pal Surat",909.0,New Property,Poss. by Nov '24,Unfurnished,East,,4100.0,67.7,9.0,14.0,Carpet,Area
2 BHK Apartment for Sale in Adajan Surat,1225.0,New Property,Ready to Move,Unfurnished,East,,4309.0,52.8,8.0,14.0,Super,Area
"2 BHK Apartment for Sale in Shreeji Residency, Vesu Surat",790.0,Resale,Ready to Move,Unfurnished,Unknown,Luxurious 2 Bhk Flat For Sell In Vesu,5357.0,75.0,5.0,12.0,Carpet,Area
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",1746.0,Resale,Ready to Move,Unfurnished,East,,4151.0,72.5,8.0,14.0,Super,Area
2 BHK Apartment for Sale in Palanpur Surat,1225.0,New Property,Ready to Move,Unfurnished,East,,4327.0,53.0,9.0,14.0,Super,Area
"2 BHK Apartment for Sale in Manibhadra Apt, Vesu Surat",725.0,Resale,Ready to Move,Unfurnished,Unknown,Luxurious 2 Bhk Flat For Sell In Vesu,4800.0,60.0,4.0,10.0,Carpet,Area
"3 BHK Apartment for Sale in Penttagon, Palanpur Gam Surat",803.0,Resale,Ready to Move,Unfurnished,East,,3425.0,50.0,7.0,14.0,Carpet,Area
3 BHK Apartment for Sale in Pal Surat,2056.0,New Property,Poss. by Dec '24,Unfurnished,East,,4767.0,98.0,8.0,14.0,Super,Area
"2 BHK Apartment for Sale in Green Leaf, Vesu Surat",721.0,Resale,Ready to Move,Unfurnished,Unknown,Altra Luxurious 2 Bhk Flat For Sell In Vesu at premium location,6260.0,82.0,12.0,14.0,Carpet,Area
"3 BHK Apartment for Sale in Shreehans Kalyan Residency, Palanpur Gam Surat",1080.0,Resale,Ready to Move,Unfurnished,East,,3766.0,74.0,6.0,14.0,Carpet,Area
Plot/Land for Sale in Palanpur Surat,810.0,Resale,60 X 120,3,Unknown,Open Plot For Sell In Palanpur Area With Good Location .,9444.0,76.5,,,Plot,Area
"2 BHK Apartment for Sale in Jolly Residency, Vesu Surat",800.0,Resale,Ready to Move,Unfurnished,Unknown,Specious 2 Bhk Flat For Sell With All Modern Amenities,4800.0,60.0,12.0,12.0,Carpet,Area
"3 BHK Apartment for Sale in Sanctum Palacio, Surat City Surat",1865.0,Resale,Poss. by Oct '26,Unfurnished,East,,3990.0,74.4,6.0,10.0,Super,Area
Plot/Land for Sale in Pal Surat,837.0,Resale,126 X 66,2,Unknown,Open Plot For Sale In Pal Gaurav Path Road With Prime Location .150 Ft main Road Facing Location.Read more,9968.0,83.4,,,Plot,Area
"3 BHK Apartment for Sale in SHIVNANDAN, VIP Road Surat",1184.0,Resale,Ready to Move,Unfurnished,Unknown,Luxurious 3 Bhk Flat For Sell with All Modern Amenities,4813.0,95.0,3.0,10.0,Carpet,Area
"2 BHK Apartment for Sale in Shilalekh Imperia, Pal Surat",706.0,New Property,Poss. by Sep '25,Unfurnished,East,"Shilalekh Imperia is elegantly landscaped to give you a lively feel of warmth of the glaming afternoon sun and the cool breeze of the evening along with a comfortable pavemenet for morning and evening strolls.Amidst lush green legacies of nature and where hear your mind think lies Shilalekh Imperia. Nothing short of picturesque beauty and dream capes.Wide open spaces, treedotted plains and flowerfilled meadows help you ease away your stressful day. Which is why, we have taken care of your each little need and endeavored to bring you a relaxed living.Read more",4551.0,58.5,9.0,13.0,Carpet,Area
"2 BHK Apartment for Sale in Shiv Digja, Pal Surat",700.0,Resale,Ready to Move,Semi-Furnished,East,2 BHK Flat For Sell In Pal Area.,4476.0,56.0,10.0,15.0,Carpet,Area
"3 BHK Apartment for Sale in Sai Rudra, Althan Surat",936.0,Resale,Ready to Move,Furnished,Unknown,Luxurious 3 Bhk Flat For Sell With All Modern Amenities,4615.0,72.0,9.0,12.0,Carpet,Area
"2 BHK Apartment for Sale in Prestige Morar, Pal Surat",706.0,New Property,Poss. by Nov '25,Unfurnished,East,The project has 2  3 bhk multistorey apartments. The project has 4 towers of 14 storeys. All the apartments has east west entry as per vastu compliance. The project is near by schools markets and close to main road. The project has all the amenities with parkingsRead more,4584.0,58.9,7.0,13.0,Carpet,Area
